
###############################################################
## Evolution started on Sat May 26 22:51:34 2018
###############################################################
0 	 0.0839976666 	 0.0012792193 	 0.0000000000
1 	 0.0936583293 	 0.0347639257 	 0.0000000000
2 	 0.0960742120 	 0.0408743191 	 0.0000000000
3 	 0.1934239896 	 0.0476700915 	 0.0000000000
4 	 0.1945661032 	 0.0628973017 	 0.0000000000
5 	 0.2295665361 	 0.0720971561 	 0.0000000000
6 	 0.2295665361 	 0.0986013635 	 0.0000000000
7 	 0.2295665361 	 0.1181875143 	 0.0000000000
8 	 0.2703002692 	 0.1476208665 	 0.0000000000
9 	 0.2703002692 	 0.1613917128 	 0.0000000000
10 	 0.2703002692 	 0.1714033573 	 0.0000000000
11 	 0.2950752762 	 0.1707372133 	 0.0000000000
12 	 0.2950752762 	 0.1683359484 	 0.0000000000
13 	 0.2950752762 	 0.1763138745 	 0.0000000000
14 	 0.2969043793 	 0.1839480561 	 0.0000000000
15 	 0.2980058257 	 0.1813444921 	 0.0000000000
16 	 0.3104036949 	 0.1844512360 	 0.0000000000
17 	 0.3104036949 	 0.1895512832 	 0.0000000000
18 	 0.3218170889 	 0.1951845417 	 0.0000000000
19 	 0.3231306134 	 0.2003455039 	 0.0000000000
20 	 0.3254742363 	 0.1969358681 	 0.0000000000
21 	 0.3254742363 	 0.2108733689 	 0.0000000000
22 	 0.3316960225 	 0.1999840221 	 0.0000000000
23 	 0.3369846711 	 0.2123594771 	 0.0000000000
24 	 0.3472156727 	 0.2199920314 	 0.0000000000
25 	 0.3472835682 	 0.2176660439 	 0.0000000000
26 	 0.3474621319 	 0.2428853383 	 0.0000000000
27 	 0.3539033254 	 0.2395079473 	 0.0000000000
28 	 0.3594197966 	 0.2377435304 	 0.0000000000
29 	 0.3643096658 	 0.2513484749 	 0.0000000000
30 	 0.3643705612 	 0.2588045082 	 0.0000000000
31 	 0.3722920142 	 0.2499198359 	 0.0000000000
32 	 0.3751741195 	 0.2640632566 	 0.0000000000
33 	 0.4427485081 	 0.2579318661 	 0.0000000000
34 	 0.4427485081 	 0.2664291240 	 0.0000000000
35 	 0.4427485081 	 0.2615448560 	 0.0000000000
36 	 0.4427485081 	 0.2583772390 	 0.0000000000
37 	 0.4504509157 	 0.2743371377 	 0.0000000000
38 	 0.4504509157 	 0.2644580181 	 0.0000000000
39 	 0.4504509157 	 0.2654755864 	 0.0000000000
40 	 0.4504509157 	 0.2775395037 	 0.0000000000
41 	 0.4504509157 	 0.2791754271 	 0.0000000000
42 	 0.4504509157 	 0.2849441031 	 0.0000000000
43 	 0.4504509157 	 0.3154233021 	 0.0000000000
44 	 0.4633045833 	 0.3089000617 	 0.0000000000
45 	 0.4633045833 	 0.3133608166 	 0.0000000000
46 	 0.4633045833 	 0.2972688275 	 0.0000000000
47 	 0.4646037952 	 0.2994818413 	 0.0000000000
48 	 0.4693162071 	 0.3129280735 	 0.0000000000
49 	 0.4693162071 	 0.3101913812 	 0.0000000000
50 	 0.4693162071 	 0.3209407548 	 0.0000000000
51 	 0.4693162071 	 0.2985876015 	 0.0000000000
52 	 0.4693162071 	 0.3047878425 	 0.0000000000
